id,sig_id,pert_id,pert_iname,pert_desc,cell_id,pert_time,pert_dose,pert_type,is_gold,DrugBank.ID,CAS,CID,Drug_Name,Drug_Description,Drug_Group,Drug_Indication,ATC_Codes,A,B,C,D,G,H,J,L,M,N,P,R,S,V,DrugBank.ID.1,SMILES
138009,DOS027_VCAP_24H:BRD-K81418486:10,BRD-K81418486,vorinostat,vorinostat,VCAP,24,10,trt_cp,1,DB02546,149647-78-9,5311,Vorinostat,"Vorinostat (rINN) or suberoylanilide hydroxamic acid (SAHA), is a drug currently under investigation for the treatment of cutaneous T cell lymphoma (CTCL), a type of skin cancer, to be used when the disease persists, gets worse, or comes back during or after treatment with other medicines. It is the first in a new class of agents known as histone deacetylase inhibitors.  A recent study suggested that vorinostat also possesses some activity against recurrent glioblastoma multiforme, resulting in a median overall survival of 5.7 months (compared to 4 - 4.4 months in earlier studies). Further brain tumor trials are planned in which vorinostat will be combined with other drugs. [Wikipedia]",approved;investigational;,"For the treatment of cutaneous manifestations in patients with cutaneous T-cell lymphoma who have progressive, persistent or recurrent disease on or following two systemic therapies.",L01XX38;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB02546,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
138010,DOS028_VCAP_24H:BRD-K81418486:10,BRD-K81418486,vorinostat,vorinostat,VCAP,24,10,trt_cp,1,DB02546,149647-78-9,5311,Vorinostat,"Vorinostat (rINN) or suberoylanilide hydroxamic acid (SAHA), is a drug currently under investigation for the treatment of cutaneous T cell lymphoma (CTCL), a type of skin cancer, to be used when the disease persists, gets worse, or comes back during or after treatment with other medicines. It is the first in a new class of agents known as histone deacetylase inhibitors.  A recent study suggested that vorinostat also possesses some activity against recurrent glioblastoma multiforme, resulting in a median overall survival of 5.7 months (compared to 4 - 4.4 months in earlier studies). Further brain tumor trials are planned in which vorinostat will be combined with other drugs. [Wikipedia]",approved;investigational;,"For the treatment of cutaneous manifestations in patients with cutaneous T-cell lymphoma who have progressive, persistent or recurrent disease on or following two systemic therapies.",L01XX38;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB02546,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
138011,DOS029_VCAP_24H:BRD-K81418486:10,BRD-K81418486,vorinostat,vorinostat,VCAP,24,10,trt_cp,1,DB02546,149647-78-9,5311,Vorinostat,"Vorinostat (rINN) or suberoylanilide hydroxamic acid (SAHA), is a drug currently under investigation for the treatment of cutaneous T cell lymphoma (CTCL), a type of skin cancer, to be used when the disease persists, gets worse, or comes back during or after treatment with other medicines. It is the first in a new class of agents known as histone deacetylase inhibitors.  A recent study suggested that vorinostat also possesses some activity against recurrent glioblastoma multiforme, resulting in a median overall survival of 5.7 months (compared to 4 - 4.4 months in earlier studies). Further brain tumor trials are planned in which vorinostat will be combined with other drugs. [Wikipedia]",approved;investigational;,"For the treatment of cutaneous manifestations in patients with cutaneous T-cell lymphoma who have progressive, persistent or recurrent disease on or following two systemic therapies.",L01XX38;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB02546,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
138012,DOS030_VCAP_24H:BRD-K81418486:10,BRD-K81418486,vorinostat,vorinostat,VCAP,24,10,trt_cp,1,DB02546,149647-78-9,5311,Vorinostat,"Vorinostat (rINN) or suberoylanilide hydroxamic acid (SAHA), is a drug currently under investigation for the treatment of cutaneous T cell lymphoma (CTCL), a type of skin cancer, to be used when the disease persists, gets worse, or comes back during or after treatment with other medicines. It is the first in a new class of agents known as histone deacetylase inhibitors.  A recent study suggested that vorinostat also possesses some activity against recurrent glioblastoma multiforme, resulting in a median overall survival of 5.7 months (compared to 4 - 4.4 months in earlier studies). Further brain tumor trials are planned in which vorinostat will be combined with other drugs. [Wikipedia]",approved;investigational;,"For the treatment of cutaneous manifestations in patients with cutaneous T-cell lymphoma who have progressive, persistent or recurrent disease on or following two systemic therapies.",L01XX38;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB02546,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
142130,DOS033_A375_24H:BRD-K81418486:0.5,BRD-K81418486,vorinostat,vorinostat,A375,24,0.5,trt_cp,1,DB02546,149647-78-9,5311,Vorinostat,"Vorinostat (rINN) or suberoylanilide hydroxamic acid (SAHA), is a drug currently under investigation for the treatment of cutaneous T cell lymphoma (CTCL), a type of skin cancer, to be used when the disease persists, gets worse, or comes back during or after treatment with other medicines. It is the first in a new class of agents known as histone deacetylase inhibitors.  A recent study suggested that vorinostat also possesses some activity against recurrent glioblastoma multiforme, resulting in a median overall survival of 5.7 months (compared to 4 - 4.4 months in earlier studies). Further brain tumor trials are planned in which vorinostat will be combined with other drugs. [Wikipedia]",approved;investigational;,"For the treatment of cutaneous manifestations in patients with cutaneous T-cell lymphoma who have progressive, persistent or recurrent disease on or following two systemic therapies.",L01XX38;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB02546,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
142132,DOS033_A375_24H:BRD-K81418486:10,BRD-K81418486,vorinostat,vorinostat,A375,24,10,trt_cp,1,DB02546,149647-78-9,5311,Vorinostat,"Vorinostat (rINN) or suberoylanilide hydroxamic acid (SAHA), is a drug currently under investigation for the treatment of cutaneous T cell lymphoma (CTCL), a type of skin cancer, to be used when the disease persists, gets worse, or comes back during or after treatment with other medicines. It is the first in a new class of agents known as histone deacetylase inhibitors.  A recent study suggested that vorinostat also possesses some activity against recurrent glioblastoma multiforme, resulting in a median overall survival of 5.7 months (compared to 4 - 4.4 months in earlier studies). Further brain tumor trials are planned in which vorinostat will be combined with other drugs. [Wikipedia]",approved;investigational;,"For the treatment of cutaneous manifestations in patients with cutaneous T-cell lymphoma who have progressive, persistent or recurrent disease on or following two systemic therapies.",L01XX38;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB02546,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
142133,DOS034_A375_24H:BRD-K81418486:0.5,BRD-K81418486,vorinostat,vorinostat,A375,24,0.5,trt_cp,1,DB02546,149647-78-9,5311,Vorinostat,"Vorinostat (rINN) or suberoylanilide hydroxamic acid (SAHA), is a drug currently under investigation for the treatment of cutaneous T cell lymphoma (CTCL), a type of skin cancer, to be used when the disease persists, gets worse, or comes back during or after treatment with other medicines. It is the first in a new class of agents known as histone deacetylase inhibitors.  A recent study suggested that vorinostat also possesses some activity against recurrent glioblastoma multiforme, resulting in a median overall survival of 5.7 months (compared to 4 - 4.4 months in earlier studies). Further brain tumor trials are planned in which vorinostat will be combined with other drugs. [Wikipedia]",approved;investigational;,"For the treatment of cutaneous manifestations in patients with cutaneous T-cell lymphoma who have progressive, persistent or recurrent disease on or following two systemic therapies.",L01XX38;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB02546,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
142135,DOS034_A375_24H:BRD-K81418486:10,BRD-K81418486,vorinostat,vorinostat,A375,24,10,trt_cp,1,DB02546,149647-78-9,5311,Vorinostat,"Vorinostat (rINN) or suberoylanilide hydroxamic acid (SAHA), is a drug currently under investigation for the treatment of cutaneous T cell lymphoma (CTCL), a type of skin cancer, to be used when the disease persists, gets worse, or comes back during or after treatment with other medicines. It is the first in a new class of agents known as histone deacetylase inhibitors.  A recent study suggested that vorinostat also possesses some activity against recurrent glioblastoma multiforme, resulting in a median overall survival of 5.7 months (compared to 4 - 4.4 months in earlier studies). Further brain tumor trials are planned in which vorinostat will be combined with other drugs. [Wikipedia]",approved;investigational;,"For the treatment of cutaneous manifestations in patients with cutaneous T-cell lymphoma who have progressive, persistent or recurrent disease on or following two systemic therapies.",L01XX38;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB02546,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
142142,DOS041_A375_24H:BRD-K81418486:0.5,BRD-K81418486,vorinostat,vorinostat,A375,24,0.5,trt_cp,1,DB02546,149647-78-9,5311,Vorinostat,"Vorinostat (rINN) or suberoylanilide hydroxamic acid (SAHA), is a drug currently under investigation for the treatment of cutaneous T cell lymphoma (CTCL), a type of skin cancer, to be used when the disease persists, gets worse, or comes back during or after treatment with other medicines. It is the first in a new class of agents known as histone deacetylase inhibitors.  A recent study suggested that vorinostat also possesses some activity against recurrent glioblastoma multiforme, resulting in a median overall survival of 5.7 months (compared to 4 - 4.4 months in earlier studies). Further brain tumor trials are planned in which vorinostat will be combined with other drugs. [Wikipedia]",approved;investigational;,"For the treatment of cutaneous manifestations in patients with cutaneous T-cell lymphoma who have progressive, persistent or recurrent disease on or following two systemic therapies.",L01XX38;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB02546,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
142144,DOS041_A375_24H:BRD-K81418486:10,BRD-K81418486,vorinostat,vorinostat,A375,24,10,trt_cp,1,DB02546,149647-78-9,5311,Vorinostat,"Vorinostat (rINN) or suberoylanilide hydroxamic acid (SAHA), is a drug currently under investigation for the treatment of cutaneous T cell lymphoma (CTCL), a type of skin cancer, to be used when the disease persists, gets worse, or comes back during or after treatment with other medicines. It is the first in a new class of agents known as histone deacetylase inhibitors.  A recent study suggested that vorinostat also possesses some activity against recurrent glioblastoma multiforme, resulting in a median overall survival of 5.7 months (compared to 4 - 4.4 months in earlier studies). Further brain tumor trials are planned in which vorinostat will be combined with other drugs. [Wikipedia]",approved;investigational;,"For the treatment of cutaneous manifestations in patients with cutaneous T-cell lymphoma who have progressive, persistent or recurrent disease on or following two systemic therapies.",L01XX38;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB02546,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
142147,DOS042_A375_24H:BRD-K81418486:10,BRD-K81418486,vorinostat,vorinostat,A375,24,10,trt_cp,1,DB02546,149647-78-9,5311,Vorinostat,"Vorinostat (rINN) or suberoylanilide hydroxamic acid (SAHA), is a drug currently under investigation for the treatment of cutaneous T cell lymphoma (CTCL), a type of skin cancer, to be used when the disease persists, gets worse, or comes back during or after treatment with other medicines. It is the first in a new class of agents known as histone deacetylase inhibitors.  A recent study suggested that vorinostat also possesses some activity against recurrent glioblastoma multiforme, resulting in a median overall survival of 5.7 months (compared to 4 - 4.4 months in earlier studies). Further brain tumor trials are planned in which vorinostat will be combined with other drugs. [Wikipedia]",approved;investigational;,"For the treatment of cutaneous manifestations in patients with cutaneous T-cell lymphoma who have progressive, persistent or recurrent disease on or following two systemic therapies.",L01XX38;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB02546,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
142150,DOS043_A375_24H:BRD-K81418486:10,BRD-K81418486,vorinostat,vorinostat,A375,24,10,trt_cp,1,DB02546,149647-78-9,5311,Vorinostat,"Vorinostat (rINN) or suberoylanilide hydroxamic acid (SAHA), is a drug currently under investigation for the treatment of cutaneous T cell lymphoma (CTCL), a type of skin cancer, to be used when the disease persists, gets worse, or comes back during or after treatment with other medicines. It is the first in a new class of agents known as histone deacetylase inhibitors.  A recent study suggested that vorinostat also possesses some activity against recurrent glioblastoma multiforme, resulting in a median overall survival of 5.7 months (compared to 4 - 4.4 months in earlier studies). Further brain tumor trials are planned in which vorinostat will be combined with other drugs. [Wikipedia]",approved;investigational;,"For the treatment of cutaneous manifestations in patients with cutaneous T-cell lymphoma who have progressive, persistent or recurrent disease on or following two systemic therapies.",L01XX38;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB02546,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
142156,DOS046_A375_24H:BRD-K81418486:10,BRD-K81418486,vorinostat,vorinostat,A375,24,10,trt_cp,1,DB02546,149647-78-9,5311,Vorinostat,"Vorinostat (rINN) or suberoylanilide hydroxamic acid (SAHA), is a drug currently under investigation for the treatment of cutaneous T cell lymphoma (CTCL), a type of skin cancer, to be used when the disease persists, gets worse, or comes back during or after treatment with other medicines. It is the first in a new class of agents known as histone deacetylase inhibitors.  A recent study suggested that vorinostat also possesses some activity against recurrent glioblastoma multiforme, resulting in a median overall survival of 5.7 months (compared to 4 - 4.4 months in earlier studies). Further brain tumor trials are planned in which vorinostat will be combined with other drugs. [Wikipedia]",approved;investigational;,"For the treatment of cutaneous manifestations in patients with cutaneous T-cell lymphoma who have progressive, persistent or recurrent disease on or following two systemic therapies.",L01XX38;,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DB02546,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
